,hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
45,Hotel Molitor Paris - MGallery Hotel Collection,http://www.tripadvisor.com/Hotel_Review-g187147-d6534774-Reviews-Hotel_Molitor_Paris_MGallery_Hotel_Collection-Paris_Ile_de_France.html,Paris,1551 ,,2020/11/01,2020/11/05,$291,eDreams,14,
46,Hotel Monge,http://www.tripadvisor.com/Hotel_Review-g187147-d10328342-Reviews-Hotel_Monge-Paris_Ile_de_France.html,Paris,862 ,,2020/11/01,2020/11/05,$199,eDreams,15,
47,Best Western Quartier Latin Pantheon,http://www.tripadvisor.com/Hotel_Review-g187147-d229627-Reviews-Best_Western_Quartier_Latin_Pantheon-Paris_Ile_de_France.html,Paris,370 ,,2020/11/01,2020/11/05,$91,Booking.com,12,
48,Hotel de JoBo,http://www.tripadvisor.com/Hotel_Review-g187147-d10386434-Reviews-Hotel_de_JoBo-Paris_Ile_de_France.html,Paris,481 ,,2020/11/01,2020/11/05,$289,eDreams,13,
49,Hotel Marceau Champs Elysees,http://www.tripadvisor.com/Hotel_Review-g187147-d233512-Reviews-Hotel_Marceau_Champs_Elysees-Paris_Ile_de_France.html,Paris,543 ,,2020/11/01,2020/11/05,$182,eDreams,14,
50,Le Bristol Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d188729-Reviews-Le_Bristol_Paris-Paris_Ile_de_France.html,Paris,2067 ,,2020/11/01,2020/11/05,$888,Le Bristol Paris,14,
51,The Peninsula Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d6678144-Reviews-The_Peninsula_Paris-Paris_Ile_de_France.html,Paris,1103 ,,2020/11/01,2020/11/05,"$1,146",Booking.com,14,
52,citizenM Paris Gare de Lyon,http://www.tripadvisor.com/Hotel_Review-g187147-d12455412-Reviews-CitizenM_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,Paris,2236 ,,2020/11/01,2020/11/05,$121,eDreams,16,
53,Atlantic Hotel,http://www.tripadvisor.com/Hotel_Review-g187147-d197968-Reviews-Atlantic_Hotel-Paris_Ile_de_France.html,Paris,851 ,,2020/11/01,2020/11/05,$113,Booking.com,13,
54,Hotel Magda Champs-Elysees,http://www.tripadvisor.com/Hotel_Review-g187147-d228809-Reviews-Hotel_Magda_Champs_Elysees-Paris_Ile_de_France.html,Paris,2095 ,,2020/11/01,2020/11/05,$126,Booking.com,13,
55,Hotel Banke Opera Autograph Collection,http://www.tripadvisor.com/Hotel_Review-g187147-d1197990-Reviews-Hotel_Banke_Opera_Autograph_Collection-Paris_Ile_de_France.html,Paris,1655 ,,2020/11/01,2020/11/05,$206,Autograph,0,
56,Novotel Suites Paris Expo Porte de Versailles,http://www.tripadvisor.com/Hotel_Review-g187147-d8739068-Reviews-Novotel_Suites_Paris_Expo_Porte_de_Versailles-Paris_Ile_de_France.html,Paris,485 ,,2020/11/01,2020/11/05,$184,eDreams,14,
57,Le Regent Montmartre by HipHopHostels,http://www.tripadvisor.com/Hotel_Review-g187147-d313072-Reviews-Le_Regent_Montmartre_by_HipHopHostels-Paris_Ile_de_France.html,Paris,1186 ,,2020/11/01,2020/11/05,$70,Booking.com,12,
58,Novotel Paris Gare de Lyon,http://www.tripadvisor.com/Hotel_Review-g187147-d197486-Reviews-Novotel_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,Paris,3629 ,,2020/11/01,2020/11/05,$161,eDreams,13,
59,Hotel de la Porte Doree,http://www.tripadvisor.com/Hotel_Review-g187147-d472021-Reviews-Hotel_de_la_Porte_Doree-Paris_Ile_de_France.html,Paris,999 ,,2020/11/01,2020/11/05,$107,eDreams,13,
60,Hotel Eiffel Seine,http://www.tripadvisor.com/Hotel_Review-g187147-d572984-Reviews-Hotel_Eiffel_Seine-Paris_Ile_de_France.html,Paris,2485 ,,2020/11/01,2020/11/05,$92,Booking.com,14,
61,Ritz Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d188728-Reviews-Ritz_Paris-Paris_Ile_de_France.html,Paris,816 ,,2020/11/01,2020/11/05,"$1,111",Booking.com,15,
62,Hotel de Londres Eiffel,http://www.tripadvisor.com/Hotel_Review-g187147-d265476-Reviews-Hotel_de_Londres_Eiffel-Paris_Ile_de_France.html,Paris,1775 ,,2020/11/01,2020/11/05,$151,Official Site,0,
63,A Room in Paris,http://www.tripadvisor.com/Hotel_Review-g187147-d613301-Reviews-A_Room_in_Paris-Paris_Ile_de_France.html,Paris,234 ,,2020/11/01,2020/11/05,$77,eDreams,10,
64,Courtyard by Marriott Paris Gare de Lyon,http://www.tripadvisor.com/Hotel_Review-g187147-d15243992-Reviews-Courtyard_by_Marriott_Paris_Gare_de_Lyon-Paris_Ile_de_France.html,Paris,238 ,,2020/11/01,2020/11/05,$180,eDreams,14,
65,Hotel Fabric,http://www.tripadvisor.com/Hotel_Review-g187147-d4340356-Reviews-Hotel_Fabric-Paris_Ile_de_France.html,Paris,1579 ,,2020/11/01,2020/11/05,,Snaptravel,11,
66,Hotel Chopin,http://www.tripadvisor.com/Hotel_Review-g187147-d196829-Reviews-Hotel_Chopin-Paris_Ile_de_France.html,Paris,887 ,,2020/11/01,2020/11/05,$103,Official Site,0,
67,Hotel Square Louvois,http://www.tripadvisor.com/Hotel_Review-g187147-d10350792-Reviews-Hotel_Square_Louvois-Paris_Ile_de_France.html,Paris,505 ,,2020/11/01,2020/11/05,$213,eDreams,15,
68,Hilton Paris Opera,http://www.tripadvisor.com/Hotel_Review-g187147-d207718-Reviews-Hilton_Paris_Opera-Paris_Ile_de_France.html,Paris,2745 ,,2020/11/01,2020/11/05,$212,Hilton,13,
69,LAZ’ Hotel Spa Urbain,http://www.tripadvisor.com/Hotel_Review-g187147-d12828434-Reviews-LAZ_Hotel_Spa_Urbain-Paris_Ile_de_France.html,Paris,305 ,,2020/11/01,2020/11/05,$181,eDreams,15,
70,Le Marianne Hotel,http://www.tripadvisor.com/Hotel_Review-g187147-d7156343-Reviews-Le_Marianne_Hotel-Paris_Ile_de_France.html,Paris,550 ,,2020/11/01,2020/11/05,$218,eDreams,14,
71,Le Parisis Paris Tour Eiffel,http://www.tripadvisor.com/Hotel_Review-g187147-d207682-Reviews-Le_Parisis_Paris_Tour_Eiffel-Paris_Ile_de_France.html,Paris,557 ,,2020/11/01,2020/11/05,$136,eDreams,13,
